review-item-author,review-item-date,review-item-content
reginaldec,"Jan 14, 2021","The app provides you alternatives for sound enjoyment and flexibility of the settings.  I didn’t like the default sound but once I set and forget, they were fine.  I’m a musician with a recording studio and have great studio headphones.  Set your expectations accordingly and you’ll be fine.  Great cans.  Not for workouts though.  Can get warm if you try to exercise.No problems and pleased with purchase."
mmsalem,"Feb 10, 2021",One of the best noise cancelling headphones. It has good sound quality. Fairly comfortable. Would buy again.
atulya3,"Jun 15, 2021","The sound quality is really good and they are comfortable to wear. I can pair them to my phone, Mac and iPad without any issues."
ga-332739,"Jan 28, 2026","I was confused when I first put them on because I felt like the sound quality wasn’t great, but then I got the complimentary app for them (Sony Sound Connect) and customized the sound and I love them so much!!! They’re awesome for the gym, studying, walking, etc. Such good quality!"
lexrox15,"Oct 25, 2021",Thank you so much! They look great and work great! The best noise-cancellation and comfort I have ever used.
bakalima0,"Mar 05, 2025","Headphones work great! Have been using them on my pc and iPhone, and no complaints at all."
many._15,"Oct 27, 2022","The noise cancellation cuts in and out while in use. I could be enjoying a peaceful podcast, hearing none of my environment and then suddenly the noise cancellation cuts off and I can hear the loud city around me over my podcast. There's no way to fix it. It cuts in and out at random."
txn123,"Nov 29, 2021","great sound, but after 2 hours of wear my ears hurt. I must have big ears because some part of the padding presses on the cartilage."
eagemini12,"Nov 08, 2021",I've been using the Bose quiet comfort 2...this Sony just beats it because of its deeper bass. I will definitely buy this again.
floydvii,"Jun 09, 2025",Amazing! It's like it is brand new.
erykc1,"Aug 24, 2021","These are like the WH1000XM3's but a little better. The sound quality and noise-cancelling is better, but I really like that they pause the music when you take them off."
pouka18,"Nov 20, 2024","You guys did good. It's a good product with great functionality, thank you."
rostislapryma_0,"Sep 20, 2021",Works as expected. Very good sound quality. Perhaps too much pressure on the ears so only used for a few hours at a time allowing ears to rest.
bluenanaa,"Mar 14, 2025","Best headphones I've ever own, immaculate sound quality and the battery last forever"
lalaaliyeva,"Jan 17, 2022",My daughter these headphones are the best that’s ever happened to her lol
amj2626,"Mar 14, 2024","Good value, like this version better then the newer Sony's"
rossbj,"Feb 19, 2021","A bargain compared to the new AirPods Max, and much lighter weight. The only main issue is I wish the dual bluetooth source support would just work transparently--if two audio sources are playing, just play them mixed. As it is, you need to switch from one to the other by turning one off, the other on, then change the volume. Very kludgy."
sgunzenhauser2008,"Apr 08, 2022","Had Bose 35 series head phones and I agree with reviews, the sound is way better."
jopar7165,"May 03, 2021",great headphones
fumioabe,"May 24, 2022",I like this one. Good designs. Good sound. Longer battery life.
mwi-ma2,"Jul 20, 2021",These headphones sing to me. Thumpy bass and sparking highs. Comfortable and truly good sounding. ??
tfry88,"Jun 14, 2021",Great Product.  Awesome sound. Very Comfortable
iellis02,"Nov 03, 2025","Really good for being two generations old. Good sound and ANC. However, the headband hurts the top of my head if I wear it for an hour or more. I've tried fiddling with it, but it's too much work to finesse it into a position that works every time. Going to have to return it and try something else :(."
preacher121,"Dec 05, 2023",These headphones are better than expected. The sound quality is superb. And having a removable headphone jack with an airplane adapter is great! I recommend these for anyone.
kypau_53,"Jul 27, 2025",Headphones looked new. They had a weird perfume smell to it but otherwise everything else was perfect. Awesome buy!
mark_r_mtl,"Dec 15, 2021","I like it - the noise cancelling is great - although it's tricky to set up all the options, but for what I got it for, awesome deal!"
ludeaem,"Sep 16, 2025",They look and feel brand new. Very happy!
guyab-64,"Dec 05, 2025",Like new in mint condition in a hard case with USB C cable.. The set up went really smooth on the companion app.. The sound quality is amazing.
kylara615,"Nov 30, 2021","Great sound, really does reduce sound, great gift for my husband. Best of all is the best price."
cammoraba0,"Apr 01, 2021","I think that it is a really good product but it has a little problem, the noise cancellation is not the best and it could be better, recomendated"
nh-daddy,"Dec 03, 2024","Great headset, better than the XM3's I left on the airplane. In excellent condition, like new."
deawatson_51,"Dec 26, 2023","Great headphones, got them as a gift for my boyfriend. They came fast, he loves them, 10/10 would recommend!"
doeboy_forlife2,"Oct 21, 2022","The inside of the headphones had to be cleaned but that was it, they work great and I love them."
biacos-50,"Jan 27, 2021",Gets the job done well!
fofosch_zk2cowv2gl,"Jun 29, 2021","The head phones are a great product but it did not come complete. No instructions, charging adaptor and cord."
chagoo39,"Apr 27, 2021","Excellent sound. Comfortable and light. The bass is rather weak, though. I was a little disappointed by that. When I listen to music flat on the equalizer, they sound fine. If I turn the bass up, and not even to the max, the sound starts to strain."
upperlabtiger,"Oct 13, 2020",The noise cancelling technology is very good.  But don't expect it to eliminate all extrinsic sound.
hlxly,"Feb 09, 2025",Comfortable to wear. Excellent sound quality. Noise cancelling works very well.
ayrtonse8,"Apr 14, 2021","The power bank and headphones are excellent!! No, issues or problems!"
alapg430,"Nov 03, 2020","Excelent product, the sound quality, battery life and confort."
fzcxg-1,"Dec 22, 2021",Very comfortable and noise canceling very good.
midd_4809,"Jan 06, 2025","Lightweight, decent sound quality, decent battery life, pretty good price"
mrledsign,"Dec 21, 2020","wow, i'm impressed with this headphone, great sound quality and noise canceling is so coll!"
(slipknotfreak),"Aug 11, 2024",Great Condition! work with a cord! Very Comfortable. Thank You.
teth5973,"Dec 14, 2020",i really like all things with these headphones they are just what i have looking for.
enzo7410,"May 03, 2025","No complaints, look brand new!"
pineappletart09,"Dec 28, 2023","I got these to replace an older Sony model, these are lighter weight and are more comfortable. Sound quality is great!"
hank_93,"Feb 28, 2022",I had a Sony 950 and these blew them away..Extremely clean music...
masteran_oh4mg1yn,"Feb 10, 2021",Better features than the xm2s
lintizzy,"Aug 16, 2021",Great sound and very comfortable. These live up to their great reviews.
dilar1527,"Dec 28, 2021",My son absolutely loves them!
techiereseller,"Nov 16, 2020",Xm3 but better. Spend the few more bucks you wont regret it
